Angers;47.4818831;-0.5979538
Bourges;47.0780327;2.3632841
Lyon;45.7579502;4.8001017
Marseille;43.2803692;5.3104571
Nantes;47.2382007;-1.6300954
Paris;48.8588377;2.2770207
Strasbourg;48.5690923;7.6920548
